"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","euch_dist","cos_similarity","spearman","y"
"36",0.00695692626503986,0.023143938592967,0.0036370556765558,0.00277008310249307,0.00824681228986488,0.00172337231185638,0.0145905140512994,0.00628026474382018,0.011386944661775,0.0010467107906367,0.0217906155505276,0.0243809604364467,0.0211139540293079,0.00486350468376647,0.00683005222981117,0.0320145482227062,0.00554016620498615,0.00486350468376647,0.00942039711573027,0.0010467107906367,0.0145270770336851,0.00388023091074412,0.00172337231185638,0.00277008310249307,0.000676661521219683,0.0163138863631558,0.00141676006005371,0.012497092470026,0.000919836755408007,0.00831024930747922,0.0169271108667611,0.0459918377704003,0.00831024930747922,0.0019665475460447,0.0245606986530207,0.00277008310249307,0.00787676302044787,0.00517011693556914,0.00215685859888774,0.00769702480387389,0.0882223864643261,0.929946099213221,0.808865053850474,"s"
"41",0.0363636363636364,0.000940438871473354,0.0363636363636364,0.0172413793103448,0.0373040752351097,0.0181818181818182,0.000940438871473354,0.000940438871473354,0.0373040752351097,0,0.00376175548589341,0.00376175548589341,0.0210031347962382,0,0.0373040752351097,0.00188087774294671,0.0181818181818182,0.0335423197492163,0.0153605015673981,0,0.0172413793103448,0.0153605015673981,0,0,0.0172413793103448,0.0172413793103448,0,0.0172413793103448,0.0335423197492163,0,0.0172413793103448,0.0978056426332288,0,0.0335423197492163,0.0191222570532915,0.0181818181818182,0.0200626959247649,0.0191222570532915,0.000940438871473354,0.000940438871473354,0.156904615553192,0.821047955034238,0.589089254592199,"s"
"42",0,0.0181818181818182,0.0181818181818182,0,0.0181818181818182,0.0181818181818182,0,0.0181818181818182,0.0181818181818182,0,0.0545454545454545,0,0.0181818181818182,0,0.0363636363636364,0.0181818181818182,0.0181818181818182,0.0181818181818182,0.0181818181818182,0,0,0,0,0,0.0181818181818182,0,0.0181818181818182,0.0181818181818182,0.0363636363636364,0,0.0181818181818182,0.0909090909090909,0,0.0181818181818182,0,0.0181818181818182,0.0363636363636364,0.0181818181818182,0.0181818181818182,0.0181818181818182,0.147709789175199,0.845299208722333,0.694819365079589,"s"
"43",0.0257629296498554,0.0206874397687119,0.0343077417282364,0.0106007067137809,0.0156761965949245,0.0146482492772245,0.0111146803726309,0.00655316415033729,0.00860905878573723,0,0.0691937038226791,0.0373915836813363,0.0621265660134918,0.00353356890459364,0.0227433344041118,0.0166398972052682,0.0146482492772245,0.0111146803726309,0.00456151622229361,0.0212014134275618,0.0141342756183746,0.0151622229360745,0,0,0.0106007067137809,0.00706713780918728,0.0247349823321555,0.0318021201413428,0.0277545775778991,0.00353356890459364,0.0282685512367491,0.00398329585608738,0.0176678445229682,0.0136203019595246,0.00250562158689367,0.0146482492772245,0.0333440411178927,0.00456151622229361,0.0242210086733055,0.0418888531962737,0.150824752462138,0.770219842857873,0.467353051656326,"s"
"44",0.0290909090909091,0.0109090909090909,0.0218181818181818,0.00727272727272727,0.00363636363636363,0.0145454545454545,0.00363636363636364,0.0218181818181818,0.0181818181818182,0,0.0618181818181818,0.00363636363636363,0.0363636363636364,0,0.0254545454545455,0.0254545454545455,0.0181818181818182,0.0109090909090909,0.00727272727272728,0,0.0145454545454545,0.0181818181818182,0,0,0.0290909090909091,0.0109090909090909,0.0145454545454545,0.00727272727272727,0.0290909090909091,0.00727272727272727,0.0145454545454545,0.00727272727272728,0.00363636363636364,0.0436363636363636,0.0327272727272727,0.00727272727272727,0.00363636363636363,0.0109090909090909,0.0218181818181818,0,0.126804332903001,0.843308257582316,0.626248874650463,"s"
"45",0.0210964607911173,0.00853573907009022,0.0476058292852186,0,0.0240111034004164,0.0143650242886884,0.00471894517696044,0.00471894517696044,0.0354614850798057,0.00381679389312977,0.0612768910478834,0.00402498265093684,0.0689104788341429,0.00763358778625954,0.00874392782789729,0.0399722414989591,0.0181818181818182,0.0105482303955586,0.00201249132546842,0.00381679389312977,0.00763358778625954,0.00201249132546842,0.00381679389312977,0,0.00763358778625954,0.0190839694656489,0.0152671755725191,0.0152671755725191,0.0390700902151284,0,0.0190839694656489,0.0283136710617627,0,0.0352532963219986,0.0249132546842471,0.0181818181818182,0.0125607217210271,0.0249132546842471,0.0199861207494795,0.0199861207494795,0.151742106818718,0.790336805023051,0.55677035171131,"s"
"51",0.0363636363636364,0.0191222570532915,0.0545454545454545,0.0172413793103448,0.0554858934169279,0,0.000940438871473354,0.0172413793103448,0.0554858934169279,0,0.0507836990595611,0.00376175548589341,0.00282131661442006,0,0.000940438871473354,0.0163009404388715,0,0.0517241379310345,0.0335423197492163,0,0.0172413793103448,0.0153605015673981,0,0,0.000940438871473354,0.0172413793103448,0.0181818181818182,0.000940438871473354,0.00282131661442006,0,0.000940438871473354,0.00689655172413792,0,0.0153605015673981,0.0191222570532915,0,0.0163009404388715,0.000940438871473354,0.0191222570532915,0.0172413793103448,0.144341623857795,0.862826425951266,0.533647561282602,"s"
"52",0.0106007067137809,0.0216278786401852,0.0706713780918728,0.00664067259656391,0.0216278786401852,0.00353356890459364,0.0101742415011575,0.00749360302181065,0.0286950164493725,0,0.0654319483367857,0.0336298281954429,0.0411234312172536,0.00353356890459364,0.0145607408309979,0.0185207749482149,0.00353356890459364,0.0446570001218472,0.0199220177896917,0.0212014134275618,0.00310710369197027,0.0305227245034726,0,0,0.00664067259656391,0.0101742415011575,0.0247349823321555,0.0145607408309979,0.00578774217131717,0.00353356890459364,0.0110271719264043,0.0938223467771415,0.0176678445229682,0.0199220177896917,0.0216278786401852,0.00353356890459364,0.0132813451931278,0.0145607408309979,0.0251614475447789,0.042829292067747,0.180372366706381,0.754731917177827,0.444532147533848,"s"
"53",0.00727272727272727,0.0118495297805643,0.0581818181818182,0.00996865203761755,0.0336677115987461,0.00363636363636364,0.00269592476489028,0.0227586206896552,0.0191222570532915,0,0.0580564263322884,0.000125391849529782,0.0153605015673981,0,0.0118495297805643,0.0273354231974922,0,0.0444514106583072,0.00808777429467084,0,0.00269592476489028,0.0335423197492163,0,0,0.0118495297805643,0.00633228840125392,0.0145454545454545,0.00996865203761755,0.00445141065830721,0.00727272727272727,0.00269592476489028,0.0905329153605016,0.00363636363636364,0.0100940438871473,0.0136050156739812,0.0109090909090909,0.0164263322884013,0.00821316614420063,0.0227586206896552,0.000940438871473354,0.153056329222594,0.830702315618084,0.670218878489884,"s"
"54",0.0152671755725191,0.00947617794156357,0.083969465648855,0.0172413793103448,0.0132929718346933,0.00381679389312977,0.0056593840484338,0.0056593840484338,0.00184259015530403,0.00381679389312977,0.05751513556199,0.000263227165043428,0.0479073440379047,0.00763358778625954,0.0285601474072124,0.0418531192419058,0,0.0440905501447749,0.0173729928928665,0.00381679389312977,0.00960779152408529,0.0173729928928665,0.00381679389312977,0,0.00960779152408529,0.00184259015530403,0.0152671755725191,0.00197420373782574,0.00552777046591208,0,0.00184259015530403,0.0694919715714662,0,0.00171097657278231,0.00579099763095551,0,0.00750197420373783,0.00579099763095551,0.0209265596209529,0.0209265596209529,0.158240581673658,0.819022858611095,0.592526157738451,"s"
